0,0,0.592645509,0.262407408,0.013888889,0,0.089021167,0.002777778,0.039259259,
0,1,0.31099225,0.444241299,0.051674684,0,0.041157754,0.005877826,0.146056198,
0,2,0.28078818,0.448665087,0.088530075,0.002681992,0.059587667,0.001277139,0.118469866,
0,3,0.456574677,0.306980521,0.018348666,0,0.057873377,0,0.160222764,
0,4,0.230222054,0.579635643,0.03238694,0.003546099,0.037426699,0.010693562,0.106089006,
0,5,0.407956238,0.354155823,0.025405029,0.003875969,0.049612404,0.005582058,0.153412494,
0,6,0.358463387,0.439485797,0.028324663,9.34E-04,0.037965187,0.008683473,0.126143791,
0,7,0.394446855,0.405101458,0.090596442,8.42E-04,0.064659154,0.00249018,0.041864169,
0,8,0.335856035,0.407689261,0.031890957,0,0.021696582,0.02209199,0.180775183,
0,9,0.363933152,0.274487181,0.017884615,4.81E-04,0.049551282,0.028525641,0.265137363,
1,0,0.271581173,0.459590331,0.052740365,4.59E-04,0.077915726,0.052641408,0.085072292,
1,1,0.356374945,0.363289636,0.081553024,0.005945457,0.112656665,0.038709109,0.041471172,
1,2,0.303548064,0.415308885,0.056572225,0.001657697,0.080787255,0.085130094,0.056867425,
1,3,0.299482629,0.410738577,0.063239617,0.008076311,0.110322961,0.055739277,0.052400643,
1,4,0.338325847,0.380333859,0.056419345,0.00115035,0.112455294,0.042924343,0.068390967,
1,5,0.292752055,0.465186415,0.059259336,0.002842823,0.092133218,0.059001707,0.028729971,
1,6,0.319806378,0.414466962,0.065978575,0.003751604,0.120487721,0.035993714,0.039237284,
1,7,0.280107128,0.32222706,0.045725899,5.50E-04,0.167201971,0.039844684,0.144343446,
1,8,0.265180185,0.451690735,0.072192447,0.00626986,0.105457025,0.06203382,0.036774063,
1,9,0.34413568,0.355356816,0.062997653,0.002134302,0.138706516,0.04192827,0.05474077,
2,0,0.379210384,0.34358075,0.087520541,0.002401314,0.078285227,0.047312313,0.06168949,
2,1,0.390983072,0.337588595,0.079493881,0.003527187,0.101880996,0.025576761,0.060806666,
2,2,0.333980804,0.353312912,0.078227634,3.08E-04,0.099607351,0.039638031,0.094449624,
2,3,0.370811223,0.368018917,0.049939767,0.002199724,0.129197218,0.026321687,0.053511482,
2,4,0.416097705,0.374495188,0.037600278,0.002913767,0.078674241,0.025762013,0.063174775,
2,5,0.202055776,0.476209382,0.058029885,0.002760039,0.06758146,0.152007047,0.041065725,
2,6,0.38427941,0.392122975,0.050979373,0.00191054,0.086510008,0.040412438,0.04364068,
2,7,0.364679506,0.336251593,0.029976533,0.024776985,0.100301089,0.030958441,0.113055865,
2,8,0.327475384,0.34558407,0.099080725,2.65E-04,0.0930849,0.077880019,0.056629649,
2,9,0.375391775,0.365119539,0.072832439,0.001239964,0.073750262,0.041401651,0.070264378,
3,0,0.29801995,0.374239879,0.026675766,0,0.069233986,0.034187564,0.196594658,
3,1,0.383966426,0.336346464,0.055509319,0.002440376,0.148504833,0.028402945,0.044762761,
3,2,0.20438779,0.324317812,0.11697239,0.002342229,0.181418635,0.036188411,0.13437275,
3,3,0.340316748,0.368340629,0.068521143,0.003308892,0.120568454,0.022691321,0.07625283,
3,4,0.306308081,0.391557227,0.062914105,0.00523255,0.147016134,0.041539687,0.045432222,
3,5,0.333098348,0.4008258,0.064850971,0.001198095,0.141192541,0.030221748,0.02861251,
3,6,0.320219038,0.378769068,0.055062746,0.007432655,0.13354199,0.042589205,0.061924698,
3,7,0.369651242,0.298244947,0.042650525,0.001895347,0.110358105,0.043217674,0.133716787,
3,8,0.274876611,0.428953559,0.052952406,0.003064625,0.103110191,0.035969355,0.098548013,
3,9,0.394683053,0.32986293,0.056848498,0.003374246,0.119086658,0.039849358,0.056295263,
4,0,0.276457806,0.423088953,0.086411738,0.002564103,0.067841882,0.047751323,0.095884209,
4,1,0.350984634,0.378198729,0.073553566,0.002902868,0.092454406,0.022126509,0.079779301,
4,2,0.309233899,0.447573126,0.03788798,0,0.128023201,0.031764165,0.045517647,
4,3,0.267208608,0.459815824,0.084270612,0.005208333,0.093486917,0.043395671,0.046614045,
4,4,0.289621579,0.378355818,0.086458385,0.001400987,0.106610455,0.061854663,0.075698125,
4,5,0.285302252,0.477956479,0.03666525,0.005418055,0.106903759,0.04757406,0.039656599,
4,6,0.294874795,0.388433076,0.069252391,0.002899047,0.089884439,0.047085361,0.107570905,
4,7,0.281170351,0.360484914,0.023343901,6.96E-04,0.084027809,0.102052537,0.148224451,
4,8,0.218024399,0.487887351,0.059765411,0.004645761,0.060775457,0.022966983,0.145934651,
4,9,0.348933198,0.384410279,0.066989858,0.002233251,0.116947944,0.021452137,0.059033349,
5,0,0.291644302,0.25528141,0.064818845,0.001259921,0.214706413,0.136792259,0.035496871,
5,1,0.400570817,0.338357743,0.047622661,0.002337769,0.129075187,0.025372932,0.056662903,
5,2,0.289532221,0.451081433,0.030001519,0.00144812,0.128166708,0.024854991,0.074915026,
5,3,0.316882341,0.419843455,0.076309453,0.001779487,0.104903745,0.045050865,0.035230666,
5,4,0.331927142,0.386155433,0.07090008,3.09E-04,0.104595365,0.046834774,0.057925137,
5,5,0.273921636,0.456245239,0.045161925,0.002932841,0.086804532,0.032862839,0.10195144,
5,6,0.317689392,0.401531785,0.055141372,0.003164216,0.115780107,0.039277612,0.061397013,
5,7,0.323978312,0.357297449,0.028492919,0.001763584,0.124809096,0.03628589,0.12737276,
5,8,0.275594892,0.463088677,0.060301115,0.006046965,0.113660881,0.039141161,0.04178876,
5,9,0.358081419,0.367571947,0.038486693,0.003178847,0.15371764,0.036823606,0.042139862,
6,0,0.320823294,0.401266309,0.073615407,0,0.094097901,0.037754134,0.071309181,
6,1,0.36003095,0.363521164,0.084361,0.004613477,0.088217525,0.03407227,0.064792999,
6,2,0.23794141,0.511984139,0.046882303,0.005404202,0.096971291,0.074311762,0.024902342,
6,3,0.340378648,0.396689756,0.055637793,0.001773649,0.129661511,0.042074512,0.033784144,
6,4,0.309172422,0.349884015,0.07203705,0.002885939,0.15971481,0.040893103,0.065412673,
6,5,0.308213465,0.488341612,0.03559385,8.21E-04,0.07669521,0.051284266,0.038208075,
6,6,0.323377882,0.392503418,0.077997785,0.004814815,0.114709552,0.030564621,0.053562806,
6,7,0.382749919,0.413417461,0.048341089,0.001649698,0.054334413,0.035389104,0.064118331,
6,8,0.31251962,0.399911288,0.061599804,2.38E-04,0.104390474,0.036635198,0.084250988,
6,9,0.371611557,0.350200469,0.039220007,0.006497404,0.123610512,0.026222934,0.082637137,
7,0,0.225920835,0.373194725,0.078112843,0.002226463,0.032916261,0.047134513,0.240494366,
7,1,0.32099085,0.488646292,0.044215444,7.32E-04,0.070692559,0.011643217,0.063079441,
7,2,0.195143767,0.339005373,0.051135522,0.001219263,0.258516679,0.085177796,0.069801609,
7,3,0.318631309,0.314498155,0.099088925,0.001537783,0.095023131,0.05557274,0.115647966,
7,4,0.293522585,0.316001613,0.063448826,0.006268963,0.064349695,0.024773105,0.231635221,
7,5,0.288286545,0.374010104,0.042201761,0.015473972,0.140570652,0.061283803,0.078173178,
7,6,0.250046416,0.51408829,0.030259884,0.00122739,0.125456668,0.01205237,0.066545997,
7,7,0.183093358,0.376409214,0.118761135,5.32E-04,0.188302588,0.020301195,0.112364934,
7,8,0.23910048,0.367565104,0.038775705,7.41E-04,0.106334558,0.017423751,0.23005967,
7,9,0.250892191,0.395587577,0.142167989,0.001262626,0.039883843,0.031638267,0.138421315,
8,0,0.165406548,0.365906059,0.128089366,0.001199705,0.106211384,0.07659168,0.156595269,
8,1,0.288138403,0.456310652,0.074812389,0.001393923,0.073260618,0.025087017,0.080942138,
8,2,0.325542273,0.396439382,0.034086233,0.002654321,0.150515881,0.06034458,0.030417356,
8,3,0.338281923,0.394516123,0.065428309,0.01482129,0.097352208,0.044821288,0.044778874,
8,4,0.298232743,0.369940224,0.106269404,0.002996406,0.125210857,0.036109203,0.059852284,
8,5,0.414668068,0.40127413,0.038807248,6.58E-04,0.049489425,0.048327263,0.046606646,
8,6,0.344347769,0.362172889,0.085846507,0.001287811,0.084674452,0.032556148,0.088665203,
8,7,0.30861306,0.36557974,0.054508604,0.003857005,0.088945612,0.035208367,0.139319367,
8,8,0.291292872,0.465899169,0.123751625,0.00204046,0.068649467,0.020748506,0.027617917,
8,9,0.343308752,0.330662964,0.078224131,0.001377866,0.180890861,0.018886175,0.046649269,
9,0,0.379086586,0.353456698,0.056099657,0,0.115038271,0.022631321,0.073687477,
9,1,0.364093881,0.363413327,0.074746031,0.001342609,0.047380465,0.020049067,0.128974632,
9,2,0.249650671,0.477233206,0.043048705,0.002746914,0.065676336,0.051552055,0.110092132,
9,3,0.271103987,0.374903811,0.086827972,0.001028807,0.123717377,0.073835372,0.068582691,
9,4,0.314343246,0.420365567,0.091099343,0.009379578,0.069189771,0.031759555,0.063862953,
9,5,0.341330728,0.428913674,0.030121413,0.005201386,0.059377946,0.080218333,0.054836528,
9,6,0.361904767,0.365079367,0.049603175,0,0.138492066,0.00952381,0.075396826,
9,7,0.330558507,0.436252386,0.039464244,0.005601037,0.092806377,0.021406227,0.073911233,
9,8,0.295347315,0.426972764,0.071966473,3.76E-04,0.070668295,0.041362938,0.093306256,
9,9,0.35571926,0.361043535,0.030487716,0.00462963,0.142028209,0.03261823,0.073473429,
,,,,,,,,,
,,0.318887176,0.392105019,0.060708267,0.002924907,0.101467816,0.039352339,0.084258235,0.999703758
,,0s,1s,2s,3s,4s,6s,Outs,
